case,base_case,sampling,source,n_points,n_frames,family,gap_mm,seed,bias_rms_mm,variant,outer_iterations,sinkhorn_iterations,stage,sigma_mm,ok,identifiable,geometry_scored,surface_accuracy_mean_mm,surface_accuracy_rms_mm,surface_accuracy_p95_mm,reference_sample_coverage_1mm,reference_sample_coverage_2mm,reference_sample_distance_mean_mm,output_point_count_ratio,matched_point_rms_mm,matched_normal_mae_mm,within_source_layer_rms_mm,reported_model_k,model_k_note,global_translation_only_aligned_rms_mm,output_edit_from_reference_centroid_mm,source_surface_tilt_mean_deg,source_surface_tilt_max_deg,method_seconds,transport_seconds,local_filter_seconds,input_edit_rms_mm,input_edit_p95_mm,moved_fraction,estimated_bias_rms_mm,estimated_bias_max_mm,effective_transport_mass,usable_transport_mass,supported_scan_fraction,component_changes,largest_observed_bias_increment_mm,updates_at_nominal_1p6mm_increment,balanced_or_relaxed_row_l1_mean,balanced_or_relaxed_row_l1_max,balanced_or_relaxed_column_l1_max,output,output_sha256,source_group_gap_mm,source_group_gap_error_mm,source_group_gap_retention,fitted_gap_at_same_xy_mm,fitted_gap_at_same_xy_error_mm,fitted_gap_note
ghost_s912101_b4,ghost_s912101_b4,full,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/ghost_s912101_b4.json,768,8,ghost_monolayer,0.0,912101,4.0,unbalanced,12,24,raw,1.0,True,True,True,0.8435460810927043,1.066634877959229,2.1416431447065434,0.7005208333333334,0.96875,0.768978961181161,1.0,1.0666649595122346,0.8435460810927043,1.0657944527211543,,self-report; not geometry-derived layer count or success,1.0658245579941015,0.04233376226978993,0.10873380937828535,0.10873380937828535,1.3031662920111557,1.3031662920111557,0.03613624301215168,3.7130544874017435,5.500319891926182,1.0,3.7130544874017435,5.500319891926183,0.6530538533306864,0.6530538533306864,1.0,0,1.6,2,0.3469461466693134,0.3634582542112561,0.3634582542112562,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/transport-budget-v3-mxi1kprj/outputs/ghost_s912101_b4__unbalanced_o12__raw.npz,4993923e3715d18e75c2fd8e0d4518da6e627fb2174401443abe4cc9eddcba05,,,,,,
ghost_s912101_b4,ghost_s912101_b4,full,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/ghost_s912101_b4.json,768,8,ghost_monolayer,0.0,912101,4.0,unbalanced,12,24,local,1.0,True,True,True,0.16727002288849327,0.2102102520941984,0.4168864763962194,1.0,1.0,0.16818012714644315,1.0,0.21054629604563113,0.16727002288849327,0.20602473497113,,self-report; not geometry-derived layer count or success,0.2063675945877161,0.04173917443618868,0.1106192718597357,0.1106192718597357,1.3393025350233074,1.3031662920111557,0.03613624301215168,4.13590226744815,6.610669589744542,1.0,3.7130544874017435,5.500319891926183,0.6530538533306864,0.6530538533306864,1.0,0,1.6,2,0.3469461466693134,0.3634582542112561,0.3634582542112562,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/transport-budget-v3-mxi1kprj/outputs/ghost_s912101_b4__unbalanced_o12__local.npz,908c51a52953494600c8b1682724a4fe85fcb12f194b01a3cbc1e18dff73a87a,,,,,,
ghost_s912101_b4__partial_overlap,ghost_s912101_b4,partial_overlap,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/ghost_s912101_b4.json,536,8,ghost_monolayer,0.0,912101,4.0,balanced,3,24,raw,1.0,True,True,True,1.0564710695050732,1.3086131294011576,2.5139258339093855,0.5802238805970149,0.9197761194029851,0.9612255341522692,1.0,1.3086276905250291,1.0564710695050732,1.308391863223404,,self-report; not geometry-derived layer count or success,1.3084064268097246,0.024063555262686658,0.8295036797935403,0.8295036797935403,0.22379367299436126,0.22379367299436126,0.024908552994020283,3.1829806371701914,4.800000000000002,1.0,3.1829806371701905,4.800000000000001,0.9999999999999998,0.9999996496073112,1.0,0,1.6000000000000005,3,0.004252431275783066,0.012314699308445275,5.811323644522304e-16,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/transport-budget-v3-mxi1kprj/outputs/ghost_s912101_b4__partial_overlap__balanced_o3__raw.npz,40051cb773a64ab9995b7a9c8e31b05faa8c508d5abdfa14cd49fc8920ea9692,,,,,,
ghost_s912101_b4__partial_overlap,ghost_s912101_b4,partial_overlap,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/ghost_s912101_b4.json,536,8,ghost_monolayer,0.0,912101,4.0,balanced,3,24,local,1.0,True,True,True,0.3788676700365603,0.503744061198246,1.0075052990136664,0.9477611940298507,1.0,0.3792959341516584,1.0,0.5038322010683668,0.3788676700365603,0.5032509458183846,,self-report; not geometry-derived layer count or success,0.5033391719902345,0.022283733385147,0.8268426959716898,0.8268426959716898,0.24870222598838154,0.22379367299436126,0.024908552994020283,3.95236036344039,6.432300672455443,1.0,3.1829806371701905,4.800000000000001,0.9999999999999998,0.9999996496073112,1.0,0,1.6000000000000005,3,0.004252431275783066,0.012314699308445275,5.811323644522304e-16,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/transport-budget-v3-mxi1kprj/outputs/ghost_s912101_b4__partial_overlap__balanced_o3__local.npz,991a0edcf60c513148ae625bf7ad2873de8d5088009ab66996a263a13d448a84,,,,,,
ghost_s912101_b4__partial_overlap,ghost_s912101_b4,partial_overlap,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/ghost_s912101_b4.json,536,8,ghost_monolayer,0.0,912101,4.0,balanced,6,24,raw,1.0,True,True,True,0.8314658599338076,1.0402732613291263,2.040248065372122,0.6902985074626866,0.9682835820895522,0.771730608382016,1.0,1.0402989779536134,0.8314658599338076,1.039994905537742,,self-report; not geometry-derived layer count or success,1.0400206290451417,0.024063555262686723,0.3794058378298252,0.3794058378298252,0.4410221400030423,0.4410221400030423,0.025826358003541827,3.771491101111404,5.6869177118926455,1.0,3.7714911011114034,5.686917711892645,0.9999999999999998,0.9999999999766755,1.0,0,1.6000000000000005,3,0.00438445056675265,0.013333051522947198,5.325601071248798e-16,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/transport-budget-v3-mxi1kprj/outputs/ghost_s912101_b4__partial_overlap__balanced_o6__raw.npz,45bdcb592a23f6d644ee8e21b759029952e99ac586ca710d89c43df1e00ff63a,,,,,,
ghost_s912101_b4__partial_overlap,ghost_s912101_b4,partial_overlap,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/ghost_s912101_b4.json,536,8,ghost_monolayer,0.0,912101,4.0,balanced,6,24,local,1.0,True,True,True,0.21169665711229851,0.2987304467903132,0.6267747372441314,0.9869402985074627,1.0,0.21217357883925086,1.0,0.29885883372978894,0.21169665711229851,0.29775967683294413,,self-report; not geometry-derived layer count or success,0.2978884821648006,0.024063555262696417,0.3779326804461369,0.3779326804461369,0.4668484980065841,0.4410221400030423,0.025826358003541827,4.0455951189173565,6.625406387365226,1.0,3.7714911011114034,5.686917711892645,0.9999999999999998,0.9999999999766755,1.0,0,1.6000000000000005,3,0.00438445056675265,0.013333051522947198,5.325601071248798e-16,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/transport-budget-v3-mxi1kprj/outputs/ghost_s912101_b4__partial_overlap__balanced_o6__local.npz,015e9aa07e7d4518b49a73388a8520bdd2583c21faae8b8102cc738b11299bc5,,,,,,
ghost_s912101_b4__partial_overlap,ghost_s912101_b4,partial_overlap,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/ghost_s912101_b4.json,536,8,ghost_monolayer,0.0,912101,4.0,balanced,12,24,raw,1.0,True,True,True,0.8302975521449932,1.0389347631944768,2.0375985381045694,0.6884328358208955,0.9682835820895522,0.77087443727452,1.0,1.0389605926121652,0.8302975521449932,1.038656048690847,,self-report; not geometry-derived layer count or success,1.0386818850394675,0.024063555262686474,0.37486136068087356,0.37486136068087356,0.8874538829986705,0.8874538829986705,0.02587924900581129,3.7773206231205814,5.695855696776728,1.0,3.777320623120581,5.695855696776727,0.9999999999999998,0.9999999999766773,1.0,0,1.6000000000000005,3,0.004386435088084369,0.01335231465416567,6.002143226879753e-16,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/transport-budget-v3-mxi1kprj/outputs/ghost_s912101_b4__partial_overlap__balanced_o12__raw.npz,b4c1431d33ea3ed12e9651f45d232c56e263c0af2c96b42df0dbe07e136995ac,,,,,,
ghost_s912101_b4__partial_overlap,ghost_s912101_b4,partial_overlap,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/ghost_s912101_b4.json,536,8,ghost_monolayer,0.0,912101,4.0,balanced,12,24,local,1.0,True,True,True,0.21019067673875252,0.2970333641395076,0.6228497211539332,0.9869402985074627,1.0,0.21067348084653417,1.0,0.29716231188023545,0.21019067673875252,0.29605702950639845,,self-report; not geometry-derived layer count or success,0.29618640230457155,0.024063555262696396,0.3734066872404815,0.3734066872404815,0.9133331320044817,0.8874538829986705,0.02587924900581129,4.046607989224791,6.625260315943763,1.0,3.777320623120581,5.695855696776727,0.9999999999999998,0.9999999999766773,1.0,0,1.6000000000000005,3,0.004386435088084369,0.01335231465416567,6.002143226879753e-16,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/transport-budget-v3-mxi1kprj/outputs/ghost_s912101_b4__partial_overlap__balanced_o12__local.npz,38069ddb5fcd9f0ba3e9de1878e4a33bdffb4ccb9df414b4efe1aacac35e6c12,,,,,,
ghost_s912101_b4__partial_overlap,ghost_s912101_b4,partial_overlap,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/ghost_s912101_b4.json,536,8,ghost_monolayer,0.0,912101,4.0,unbalanced,3,24,raw,1.0,True,True,True,1.18698403445824,1.4599845766138657,2.7740702230936884,0.5149253731343284,0.8861940298507462,1.0708775467630254,1.0,1.459995973372245,1.18698403445824,1.4597862546477443,,self-report; not geometry-derived layer count or success,1.4597976529544392,0.024063555262686703,1.0319811877455378,1.0319811877455378,0.21925514000758994,0.21925514000758994,0.024919912000768818,2.9743724903691495,4.495532010282062,1.0,2.974372490369149,4.495532010282061,0.517494490852865,0.5174944908495182,1.0,0,1.6,2,0.48445904996264527,0.8074312377824995,0.8121505297023779,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/transport-budget-v3-mxi1kprj/outputs/ghost_s912101_b4__partial_overlap__unbalanced_o3__raw.npz,447c300c98273cbe23a665236c730db060170ba4a586af049d89e341f9d910f5,,,,,,
ghost_s912101_b4__partial_overlap,ghost_s912101_b4,partial_overlap,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/ghost_s912101_b4.json,536,8,ghost_monolayer,0.0,912101,4.0,unbalanced,3,24,local,1.0,True,True,True,0.6314838981175503,0.76530043297506,1.4420782499783797,0.7873134328358209,1.0,0.6254954202321473,1.0,0.7653531926023016,0.6314838981175503,0.7647543793730407,,self-report; not geometry-derived layer count or success,0.7648071764363259,0.02890488363634483,1.0320657525961572,1.0320657525961572,0.24417505200835876,0.21925514000758994,0.024919912000768818,3.7451562243426886,6.068364766097504,1.0,2.974372490369149,4.495532010282061,0.517494490852865,0.5174944908495182,1.0,0,1.6,2,0.48445904996264527,0.8074312377824995,0.8121505297023779,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/transport-budget-v3-mxi1kprj/outputs/ghost_s912101_b4__partial_overlap__unbalanced_o3__local.npz,c34c7dc1735d6bc0e2eb0ff0407b2a23f400854534a132f4e6db25b9f4377291,,,,,,
ghost_s912101_b4__partial_overlap,ghost_s912101_b4,partial_overlap,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/ghost_s912101_b4.json,536,8,ghost_monolayer,0.0,912101,4.0,unbalanced,6,24,raw,1.0,True,True,True,0.8515223802522985,1.0646065563725755,2.114325610654037,0.6902985074626866,0.9664179104477612,0.7873750373232677,1.0,1.0646306270195338,0.8515223802522985,1.0643345644953908,,self-report; not geometry-derived layer count or success,1.0643586412934904,0.024063555262686883,0.45165324674797414,0.45165324674797414,0.448486231995048,0.448486231995048,0.026953086999128573,3.691225763172413,5.594124971122079,1.0,3.6912257631724126,5.594124971122077,0.6398008230496057,0.6398008230496057,1.0,0,1.6,2,0.36057776370961375,0.4649003066989466,0.47390735494133196,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/transport-budget-v3-mxi1kprj/outputs/ghost_s912101_b4__partial_overlap__unbalanced_o6__raw.npz,37a7959cafaf2d15ad8e049078f3ce423a42e18ebeaa345f0dafa41ab5355b7c,,,,,,
ghost_s912101_b4__partial_overlap,ghost_s912101_b4,partial_overlap,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/ghost_s912101_b4.json,536,8,ghost_monolayer,0.0,912101,4.0,unbalanced,6,24,local,1.0,True,True,True,0.2364935334508013,0.32586350909695677,0.6851209407666636,0.9776119402985075,1.0,0.23687581185405115,1.0,0.32598333440829913,0.2364935334508013,0.3249738018196264,,self-report; not geometry-derived layer count or success,0.32509395506541233,0.024063555262692517,0.4499262834599922,0.4499262834599922,0.4754393189941766,0.448486231995048,0.026953086999128573,4.030166214752308,6.598890181923699,1.0,3.6912257631724126,5.594124971122077,0.6398008230496057,0.6398008230496057,1.0,0,1.6,2,0.36057776370961375,0.4649003066989466,0.47390735494133196,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/transport-budget-v3-mxi1kprj/outputs/ghost_s912101_b4__partial_overlap__unbalanced_o6__local.npz,d5611e974215fb18cc163fafd7f7d88a98fe84be74b6658ac6726a0d6753e906,,,,,,
ghost_s912101_b4__partial_overlap,ghost_s912101_b4,partial_overlap,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/ghost_s912101_b4.json,536,8,ghost_monolayer,0.0,912101,4.0,unbalanced,12,24,raw,1.0,True,True,True,0.8385676712597602,1.0486616941692972,2.0643093241231263,0.6958955223880597,0.9682835820895522,0.777270476533122,1.0,1.048686896410412,0.8385676712597602,1.0483855655845995,,self-report; not geometry-derived layer count or success,1.0484107744634361,0.024063555262686675,0.4059420573201142,0.4059420573201142,0.8751272210065508,0.8751272210065508,0.02515050899819471,3.748604276433067,5.691774851246501,1.0,3.7486042764330656,5.6917748512465,0.6431516341296484,0.6431516341296483,1.0,0,1.6,2,0.35723505439427855,0.4652857434319177,0.4735859748199568,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/transport-budget-v3-mxi1kprj/outputs/ghost_s912101_b4__partial_overlap__unbalanced_o12__raw.npz,a3251de30fb4dec96439ccf2b2b2abd407ea88020e5e7ff69f0529bc8ade49a9,,,,,,
ghost_s912101_b4__partial_overlap,ghost_s912101_b4,partial_overlap,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/ghost_s912101_b4.json,536,8,ghost_monolayer,0.0,912101,4.0,unbalanced,12,24,local,1.0,True,True,True,0.220611969384249,0.30740376299751504,0.6455176540569215,0.9813432835820896,1.0,0.22102630262262543,1.0,0.30752911721964027,0.220611969384249,0.3064604685977485,,self-report; not geometry-derived layer count or success,0.3065862085058792,0.02406355526269505,0.40440389870021576,0.40440389870021576,0.9002777300047455,0.8751272210065508,0.02515050899819471,4.040186480269812,6.6260984638484075,1.0,3.7486042764330656,5.6917748512465,0.6431516341296484,0.6431516341296483,1.0,0,1.6,2,0.35723505439427855,0.4652857434319177,0.4735859748199568,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/transport-budget-v3-mxi1kprj/outputs/ghost_s912101_b4__partial_overlap__unbalanced_o12__local.npz,fa9efa63ba30f578027d0225a00a0525713c9df37929b88b115a8ece42ae6005,,,,,,
