case,base_case,source,method,stage,sampling,family,gap_mm,bias_rms_mm,seed,n_points,n_frames,sigma_mm,ok,method_seconds,identifiable,geometry_scored,surface_accuracy_mean_mm,surface_accuracy_rms_mm,surface_accuracy_p95_mm,reference_sample_coverage_1mm,reference_sample_coverage_2mm,reference_sample_distance_mean_mm,output_point_count_ratio,matched_point_rms_mm,matched_normal_mae_mm,within_source_layer_rms_mm,reported_model_k,model_k_note,global_translation_only_aligned_rms_mm,output_edit_from_reference_centroid_mm,source_surface_tilt_mean_deg,source_surface_tilt_max_deg,input_edit_rms_mm,input_edit_p95_mm,moved_fraction,output,output_sha256,source_group_gap_mm,source_group_gap_error_mm,source_group_gap_retention,fitted_gap_at_same_xy_mm,fitted_gap_at_same_xy_error_mm,fitted_gap_note
ghost_s912601_b4,ghost_s912601_b4,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v5-confirmation-p0oymcit/synthetics/ghost_s912601_b4.json,open3d_icp_then_xyz,confirmation,full,ghost_monolayer,0.0,4.0,912601,768,8,1.0,True,0.026208110008155927,True,True,0.2766044734591981,0.46836232522830085,0.4622220504038632,0.3658854166666667,0.7434895833333334,1.4744125504519634,1.0,3.8790168702327694,0.23995193202768306,0.27689797297140095,1,self-report; not geometry-derived layer count or success,3.878987473507502,0.01510165296638727,0.5962196201149321,0.5962196201149321,5.665672638916164,10.000996098273207,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v5-confirmation-p0oymcit/outputs/ghost_s912601_b4__open3d_icp_then_xyz.npz,fb5d585be6f63cc34fc66bc950bcb34bad6f19f3c7344485830260647be4fab6,,,,,,
ghost_s912601_b4,ghost_s912601_b4,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v5-confirmation-p0oymcit/synthetics/ghost_s912601_b4.json,graph_shared,confirmation,full,ghost_monolayer,0.0,4.0,912601,768,8,1.0,True,0.13291663498966955,True,True,0.16169312014010828,0.2096356973742665,0.433095366421304,1.0,1.0,0.1639808513104051,1.0,0.21041901255477805,0.16169312014010828,0.20909104641585688,,self-report; not geometry-derived layer count or success,0.20987639439015243,0.015101652966381827,0.04520680169494579,0.04520680169494579,4.155857066151826,7.322857931938091,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v5-confirmation-p0oymcit/outputs/ghost_s912601_b4__graph_shared.npz,b003bcffe2afaa2c735a7cc144ebeced314ce54ff2ba64d8c3105eb4096ec036,,,,,,
ghost_s912601_b4,ghost_s912601_b4,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v5-confirmation-p0oymcit/synthetics/ghost_s912601_b4.json,pool_independent,confirmation,full,ghost_monolayer,0.0,4.0,912601,768,8,1.0,True,0.15272079900023527,True,True,0.16592759668544993,0.21528006796973986,0.4445650285090722,1.0,1.0,0.1681486882982783,1.0,0.2160308314205752,0.16592759668544993,0.214749732811798,,self-report; not geometry-derived layer count or success,0.2155023438432812,0.01510165296638686,0.04559210994762928,0.04559210994762928,4.1559380014065,7.322462986237134,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v5-confirmation-p0oymcit/outputs/ghost_s912601_b4__pool_independent.npz,9a88cb1faf3ec6780a13273a2ff363763a54fa8f65fec1b8e64f4db67725a5e4,,,,,,
ghost_s912601_b4,ghost_s912601_b4,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v5-confirmation-p0oymcit/synthetics/ghost_s912601_b4.json,pool_compatible,confirmation,full,ghost_monolayer,0.0,4.0,912601,768,8,1.0,True,0.17995574200176634,True,True,0.023732514600594695,0.02889428421820607,0.05675499515984475,1.0,1.0,0.030278567204578628,1.0,0.03404315011360997,0.023732514600594695,0.02463371141678181,,self-report; not geometry-derived layer count or success,0.030510262983799347,0.015101652966387038,0.045604941643856596,0.045604941643856596,4.157503182159994,7.392275744975403,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v5-confirmation-p0oymcit/outputs/ghost_s912601_b4__pool_compatible.npz,772b094e83d0bee2abef2714eb76eec4669e8e151a9cc692e985c67236d406e4,,,,,,
ghost_s912601_b4,ghost_s912601_b4,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v5-confirmation-p0oymcit/synthetics/ghost_s912601_b4.json,shared_group_slope,confirmation,full,ghost_monolayer,0.0,4.0,912601,768,8,1.0,True,0.17804530599096324,True,True,0.02373251460059465,0.028894284218206022,0.05675499515984471,1.0,1.0,0.030278567204578593,1.0,0.03404315011360992,0.02373251460059465,0.024633711416781758,,self-report; not geometry-derived layer count or success,0.030510262983799306,0.015101652966387031,0.0456049416438565,0.0456049416438565,4.157503182159994,7.392275744975403,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v5-confirmation-p0oymcit/outputs/ghost_s912601_b4__shared_group_slope.npz,17823253e729222d0139fcdd13951ca31c57feb8c5403333cbcdbaf669d39c4d,,,,,,
ghost_s912601_b4,ghost_s912601_b4,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v5-confirmation-p0oymcit/synthetics/ghost_s912601_b4.json,node_intercepts,confirmation,full,ghost_monolayer,0.0,4.0,912601,768,8,1.0,True,0.17896436600130983,True,True,0.09380732353728909,0.1102285894545388,0.19018572855148497,1.0,1.0,0.09661872976354839,1.0,0.11168958638546155,0.09380732353728909,0.10918920281245795,,self-report; not geometry-derived layer count or success,0.11066392268774088,0.015101652966387028,0.04560175119133917,0.04560175119133917,4.15856382519065,7.404470034608501,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v5-confirmation-p0oymcit/outputs/ghost_s912601_b4__node_intercepts.npz,4e2490109ac8b42ea50a883297a71234c4e40459055d097c392586cafafe2608,,,,,,
ghost_s912601_b4,ghost_s912601_b4,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v5-confirmation-p0oymcit/synthetics/ghost_s912601_b4.json,official_gicp,confirmation,full,ghost_monolayer,0.0,4.0,912601,768,8,1.0,True,0.02675483100756537,True,True,1.8504040362456962,4.018099771793595,10.191657644761557,0.07942708333333333,0.4153645833333333,2.4732327158855387,1.0,20.198956207664683,0.8224540112818826,1.0238020243054902,,self-report; not geometry-derived layer count or success,20.1989505623246,0.015101652966387056,0.4867888279552444,0.4867888279552445,20.56956934083867,34.326251366368716,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v5-confirmation-p0oymcit/outputs/ghost_s912601_b4__official_gicp.npz,0f532fe32988a073751f6fdedf2277cc937f06e0464e823456798430e460912a,,,,,,
dual_g2_s912601_b0,dual_g2_s912601_b0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v5-confirmation-p0oymcit/synthetics/dual_g2_s912601_b0.json,identity,confirmation,full,true_bilayer,2.0,0.0,912601,768,8,1.0,True,1.4688004739582539e-05,True,True,0.7231453836380197,0.913016412088047,1.8552874258546916,0.7161458333333334,0.9791666666666666,0.7209437342913417,1.0,0.9804993800989729,0.7771792721104509,0.979587582804117,,self-report; not geometry-derived layer count or success,0.9803830753599089,0.015101652966387305,0.12903310207285426,0.17092062163162383,0.0,0.0,0.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v5-confirmation-p0oymcit/outputs/dual_g2_s912601_b0__identity.npz,b29a5f0483a14af7ac240afd29a707fa1e0f4a442dc600253d18ac19f8fc8809,1.9183811298939026,0.08161887010609736,0.9591905649469513,1.9833624167346953,0.016637583265304734,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912601_b0,dual_g2_s912601_b0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v5-confirmation-p0oymcit/synthetics/dual_g2_s912601_b0.json,fast,confirmation,full,true_bilayer,2.0,0.0,912601,768,8,1.0,True,0.00922137699672021,True,True,0.42750661447953925,0.5127602467536664,0.9279308322687305,0.9778645833333334,1.0,0.4312630570508738,1.0,0.5175896490310787,0.42967596491929516,0.4204446699051734,1,self-report; not geometry-derived layer count or success,0.5173692925385097,0.015101652966387326,1.320636708814354,1.3206367088143551,1.0953188686074535,2.1582978232619117,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v5-confirmation-p0oymcit/outputs/dual_g2_s912601_b0__fast.npz,e8886543aa8cca8d521c15ffe2aa9945603f42df91f6cb051035bd3b8298d7e9,1.3789945997714248,0.6210054002285752,0.6894972998857124,-8.881784197001252e-16,2.000000000000001,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912601_b0,dual_g2_s912601_b0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v5-confirmation-p0oymcit/synthetics/dual_g2_s912601_b0.json,open3d_icp_then_xyz,confirmation,full,true_bilayer,2.0,0.0,912601,768,8,1.0,True,0.02642406799714081,True,True,0.40250264969444965,0.519792005582457,0.8851549730347674,0.296875,0.7864583333333334,1.458846102366266,1.0,2.763529830296833,0.39048319877216725,0.38789351414782886,2,self-report; not geometry-derived layer count or success,2.763485452270528,0.015661354654071504,1.0813617291362614,1.0958329052765254,2.8736995481519223,4.568899600590434,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v5-confirmation-p0oymcit/outputs/dual_g2_s912601_b0__open3d_icp_then_xyz.npz,41e785607edbb6880631e6d5595690c66ef543503fb6c0d527c0ff053a13e547,1.4494427583119198,0.5505572416880802,0.7247213791559599,0.33956637592502603,1.660433624074974,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912601_b0,dual_g2_s912601_b0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v5-confirmation-p0oymcit/synthetics/dual_g2_s912601_b0.json,graph_shared,confirmation,full,true_bilayer,2.0,0.0,912601,768,8,1.0,True,0.10059334799007047,True,True,0.2189092810792279,0.33005963424003104,0.7028434822339065,0.9700520833333334,1.0,0.2254549354932638,1.0,0.35042210468040014,0.22498294289676135,0.330633157317833,,self-report; not geometry-derived layer count or success,0.35012701061988843,0.014378034741292506,0.43072412557763745,0.5903148175490459,0.9893335715849079,1.9661051497209083,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v5-confirmation-p0oymcit/outputs/dual_g2_s912601_b0__graph_shared.npz,860d5d450eefe015f31151db4e7f0733755ce3a4978b260018c6a81cb8934e23,1.7622963497816984,0.23770365021830164,0.8811481748908492,1.2588671242587353,0.7411328757412647,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912601_b0,dual_g2_s912601_b0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v5-confirmation-p0oymcit/synthetics/dual_g2_s912601_b0.json,pool_independent,confirmation,full,true_bilayer,2.0,0.0,912601,768,8,1.0,True,0.12156329999561422,True,True,0.22273587583640161,0.333509466817248,0.712222140563156,0.9700520833333334,1.0,0.22925415967287532,1.0,0.35359012722092165,0.2287966349532885,0.33436921687488935,,self-report; not geometry-derived layer count or success,0.3532977589136969,0.014376077861046069,0.41948719167717696,0.5609079342721229,0.9893282987782737,1.9637027241018299,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v5-confirmation-p0oymcit/outputs/dual_g2_s912601_b0__pool_independent.npz,c33b8097d03be2b0b09e8897c8e798b5f21462daa3c48352d7c7d74c3ed4c14c,1.76458720186133,0.23541279813867,0.882293600930665,1.2807303180574547,0.7192696819425453,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912601_b0,dual_g2_s912601_b0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v5-confirmation-p0oymcit/synthetics/dual_g2_s912601_b0.json,pool_compatible,confirmation,full,true_bilayer,2.0,0.0,912601,768,8,1.0,True,0.14500530301302206,True,True,0.1681148776674786,0.2979061952114997,0.6546305787417438,0.9700520833333334,1.0,0.17989041848011297,1.0,0.3408874170215278,0.17935700162650292,0.3155033511619391,,self-report; not geometry-derived layer count or success,0.34058414447672425,0.014376077861045904,0.5030035547475197,0.6849322426221646,1.0069661946702053,2.0426237591740843,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v5-confirmation-p0oymcit/outputs/dual_g2_s912601_b0__pool_compatible.npz,c1967d16eaa11e9354d4209039a3df75da48a9e07d3f99ce8eef8e911d3129c2,1.7352278688410183,0.2647721311589817,0.8676139344205092,1.1433821064782497,0.8566178935217503,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912601_b0,dual_g2_s912601_b0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v5-confirmation-p0oymcit/synthetics/dual_g2_s912601_b0.json,shared_group_slope,confirmation,full,true_bilayer,2.0,0.0,912601,768,8,1.0,True,0.14504899900930468,True,True,0.169888411830083,0.3109148063987638,0.3630757299709786,0.9622395833333334,1.0,0.1825237765204395,1.0,0.3548557277215341,0.18203629762451068,0.32053561344089604,,self-report; not geometry-derived layer count or success,0.35456102967173064,0.0144590364444417,0.7435881921845277,1.3598408510228386,1.0243016944720233,2.072886758387852,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v5-confirmation-p0oymcit/outputs/dual_g2_s912601_b0__shared_group_slope.npz,433314d5c0f773e97a4b14984ac9c380b1186bd55a9002b2686490fb20a5afaf,1.6870551109535095,0.31294488904649054,0.8435275554767547,0.6601746947815355,1.3398253052184645,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912601_b0,dual_g2_s912601_b0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v5-confirmation-p0oymcit/synthetics/dual_g2_s912601_b0.json,node_intercepts,confirmation,full,true_bilayer,2.0,0.0,912601,768,8,1.0,True,0.1471032249974087,True,True,0.19484302990506822,0.3134514744263005,0.6546305787417418,0.9700520833333334,1.0,0.20597531918919806,1.0,0.3523542719575527,0.2055512793052253,0.3282710597856095,,self-report; not geometry-derived layer count or success,0.3520608773380964,0.014376077861045698,0.49664457399448,0.6758671400252014,1.0017354639598692,2.020572202642519,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v5-confirmation-p0oymcit/outputs/dual_g2_s912601_b0__node_intercepts.npz,72309496ed7f2b34607bfb9bf270210ca100c320ddee1f4642d2275d8143766b,1.737413210752447,0.2625867892475531,0.8687066053762235,1.1536650080332131,0.8463349919667869,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912601_b0,dual_g2_s912601_b0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v5-confirmation-p0oymcit/synthetics/dual_g2_s912601_b0.json,official_gicp,confirmation,full,true_bilayer,2.0,0.0,912601,768,8,1.0,True,0.02655520300322678,True,True,1.2428969169377833,2.552586297043567,3.9467520400822105,0.08072916666666667,0.4361979166666667,2.2769540756617146,1.0,17.15126080355896,0.8466447388130444,1.0564010841444769,,self-report; not geometry-derived layer count or success,17.151254155069115,0.015101652966387222,0.36734820569325755,0.547790707290547,17.125800412807937,35.78156689407184,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v5-confirmation-p0oymcit/outputs/dual_g2_s912601_b0__official_gicp.npz,aa85d3b6835b332ab07009db67103581aefd470ef30b4f19907178ad8c2991f7,1.7496247413051076,0.2503752586948924,0.8748123706525538,1.365694919984259,0.634305080015741,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912601_b4,dual_g2_s912601_b4,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v5-confirmation-p0oymcit/synthetics/dual_g2_s912601_b4.json,identity,confirmation,full,true_bilayer,2.0,4.0,912601,768,8,1.0,True,1.4374993043020368e-05,True,True,3.2243861692979876,3.97545496620794,7.221242413440948,0.21614583333333334,0.4466145833333333,2.2164507780006955,1.0,4.158519648037767,3.450199266792334,4.15720369091835,,self-report; not geometry-derived layer count or success,4.158492227141206,0.015101652966387,0.2709367710658018,0.2979867234817843,0.0,0.0,0.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v5-confirmation-p0oymcit/outputs/dual_g2_s912601_b4__identity.npz,39c9ffebdecac4a26f8e5581bc96e1eddad1836ccff0b5d30f6c37a0aff8f220,1.7860337134781823,0.2139662865218177,0.8930168567390911,1.7945357032111087,0.20546429678889133,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912601_b4,dual_g2_s912601_b4,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v5-confirmation-p0oymcit/synthetics/dual_g2_s912601_b4.json,fast,confirmation,full,true_bilayer,2.0,4.0,912601,768,8,1.0,True,0.0092305300058797,True,True,0.43162759071088547,0.5163289109530446,0.9330355344610712,0.9752604166666666,1.0,0.4519472792199409,1.0,0.5300240326793334,0.43430183643332576,0.41620242459011364,1,self-report; not geometry-derived layer count or success,0.529808847883221,0.015101652966386686,1.3004480523411874,1.3004480523411892,4.175801894300438,7.468403894256737,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v5-confirmation-p0oymcit/outputs/dual_g2_s912601_b4__fast.npz,5628257e790fc7c903168abf8d436d27b4a5d1ae0a6bd7b8eb32dca34b843b95,1.3512951452919517,0.6487048547080483,0.6756475726459759,4.440892098500626e-16,1.9999999999999996,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
