case,base_case,split,sampling,method,sigma_mm,n_points,n_frames,source,ok,method_seconds,family,gap_mm,bias_rms_mm,seed,identifiable,geometry_scored,surface_accuracy_mean_mm,surface_accuracy_rms_mm,surface_accuracy_p95_mm,reference_sample_coverage_1mm,reference_sample_coverage_2mm,reference_sample_distance_mean_mm,output_point_count_ratio,matched_point_rms_mm,matched_normal_mae_mm,within_source_layer_rms_mm,source_group_gap_mm,source_group_gap_error_mm,source_group_gap_retention,reported_model_k,model_k_note,global_translation_only_aligned_rms_mm,output_edit_from_reference_centroid_mm,source_surface_tilt_mean_deg,source_surface_tilt_max_deg,fitted_gap_at_same_xy_mm,fitted_gap_at_same_xy_error_mm,fitted_gap_note,input_edit_rms_mm,input_edit_p95_mm,moved_fraction,output
dual_g4_s912101_b4,dual_g4_s912101_b4,synthetic,full,identity,1.0,768,8,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/dual_g4_s912101_b4.json,True,3.372199716977775e-05,true_bilayer,4.0,4.0,912101,True,True,3.434741242386911,3.879170583223748,6.622687217118435,0.04296875,0.203125,2.892752343875074,1.0,4.145698391964449,3.7892775109664165,4.1445390594418425,4.182276629333906,0.18227662933390576,1.0455691573334764,,self-report; not geometry-derived layer count or success,4.145482240911026,0.042333762269789736,0.680382636143409,1.5975229960717805,5.238673921271086,1.2386739212710864,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count",0.0,0.0,0.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v3-lfm1nwgv/outputs/dual_g4_s912101_b4__identity.npz
dual_g4_s912101_b4,dual_g4_s912101_b4,synthetic,full,xyz_mixture,1.0,768,8,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/dual_g4_s912101_b4.json,True,0.008138449004036374,true_bilayer,4.0,4.0,912101,True,True,3.185225570447312,3.4132615985794206,5.182231656023014,0.00390625,0.049479166666666664,3.2699032447748233,1.0,3.8737766944102066,3.720029463340488,3.85174800047034,3.176706437007995,0.8232935629920051,0.7941766092519987,2,self-report; not geometry-derived layer count or success,3.873545370560937,0.042333678810097315,1.9350034074679925,2.3314421618871246,1.530049857362142,2.469950142637858,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count",1.940018020801829,3.4287295945794756,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v3-lfm1nwgv/outputs/dual_g4_s912101_b4__xyz_mixture.npz
dual_g4_s912101_b4,dual_g4_s912101_b4,synthetic,full,fast,1.0,768,8,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/dual_g4_s912101_b4.json,True,0.008750856999540702,true_bilayer,4.0,4.0,912101,True,True,0.8465600820128643,1.0591049522585965,1.9605176942863063,0.6901041666666666,0.9557291666666666,0.8463905596799833,1.0,1.1397312094757477,0.8812509209759831,1.0830197362405778,3.3952211996411497,0.6047788003588503,0.8488052999102874,2,self-report; not geometry-derived layer count or success,1.1389447231648844,0.04233376226979003,1.5379495024771537,2.109625954907969,1.567514688364849,2.4324853116351512,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count",4.023708361684193,6.788856264170593,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v3-lfm1nwgv/outputs/dual_g4_s912101_b4__fast.npz
dual_g4_s912101_b4,dual_g4_s912101_b4,synthetic,full,open3d_icp_then_xyz,1.0,768,8,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/dual_g4_s912101_b4.json,True,0.025151476002065465,true_bilayer,4.0,4.0,912101,True,True,0.626483614758941,0.7827243732132638,1.5418279142001627,0.33203125,0.7395833333333334,1.554579219454861,1.0,3.036411217928376,0.615043807974809,0.6895678721142708,3.364948833713227,0.635051166286773,0.8412372084283067,2,self-report; not geometry-derived layer count or success,3.036116373041121,0.042313753235949284,1.1546058426557282,1.234342289583463,2.233318469082411,1.7666815309175892,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count",5.076128764010233,7.007502678709499,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v3-lfm1nwgv/outputs/dual_g4_s912101_b4__open3d_icp_then_xyz.npz
dual_g4_s912101_b4,dual_g4_s912101_b4,synthetic,full,graph_local,1.0,768,8,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/dual_g4_s912101_b4.json,True,0.0252523839881178,true_bilayer,4.0,4.0,912101,True,True,3.312964976769482,3.5519376576806274,4.569071496727884,0.015625,0.032552083333333336,3.594666688374371,1.0,3.8940211639067357,3.8093696343939887,3.8938920155352466,3.943140876163531,0.05685912383646885,0.9857852190408828,,self-report; not geometry-derived layer count or success,3.89399708430953,0.01369424486571584,0.5325467660965219,0.6012515510857083,4.119412271717288,0.1194122717172883,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count",1.6896027339315496,3.2234488569305886,0.9869791666666666,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v3-lfm1nwgv/outputs/dual_g4_s912101_b4__graph_local.npz
dual_g4_s912101_b4,dual_g4_s912101_b4,synthetic,full,graph_shared,1.0,768,8,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/dual_g4_s912101_b4.json,True,0.17752589500742033,true_bilayer,4.0,4.0,912101,True,True,0.5095909359308567,0.9954266694096263,1.9705910873294932,0.8776041666666666,0.94921875,0.4681350307978362,1.0,1.1578495726648894,0.5788814587935084,1.1515437860789408,3.804980037449929,0.19501996255007104,0.9512450093624822,,self-report; not geometry-derived layer count or success,1.1555649895167188,0.07269929795735575,0.4512654125680144,0.5866777114168825,3.293564826131476,0.706435173868524,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count",4.030331843229417,6.717256112552037,0.921875,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v3-lfm1nwgv/outputs/dual_g4_s912101_b4__graph_shared.npz
dual_g4_s912101_b4,dual_g4_s912101_b4,synthetic,full,measure_balanced,1.0,768,8,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/dual_g4_s912101_b4.json,True,0.3471053329994902,true_bilayer,4.0,4.0,912101,True,True,0.9796272689362616,1.229671731651877,2.3837018770226948,0.609375,0.9322916666666666,0.9092116004514987,1.0,1.2638429028413982,0.9971301894787867,1.257002227911325,4.035809972082623,0.03580997208262282,1.0089524930206557,,self-report; not geometry-derived layer count or success,1.263133696658694,0.042333762269789875,0.22094459675017628,0.5711105514028215,4.409460344592036,0.40946034459203595,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count",3.287994638965783,4.8,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v3-lfm1nwgv/outputs/dual_g4_s912101_b4__measure_balanced.npz
dual_g4_s912101_b4,dual_g4_s912101_b4,synthetic,full,measure_unbalanced,1.0,768,8,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/dual_g4_s912101_b4.json,True,0.3423618050001096,true_bilayer,4.0,4.0,912101,True,True,1.1275347433242608,1.3988294832558776,2.7162226671728225,0.52734375,0.8971354166666666,1.0282568608063725,1.0,1.4447171890842845,1.1568474421953312,1.4395086172029725,4.049265984695585,0.04926598469558474,1.0123164961738962,,self-report; not geometry-derived layer count or success,1.4440968142779353,0.04233376226978963,0.25192912727411093,0.6502808432671835,4.478580964219931,0.47858096421993057,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count",3.0055612316055766,4.414324012798826,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v3-lfm1nwgv/outputs/dual_g4_s912101_b4__measure_unbalanced.npz
dual_g4_s912101_b4,dual_g4_s912101_b4,synthetic,full,measure_balanced_local,1.0,768,8,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/dual_g4_s912101_b4.json,True,0.38522607400955167,true_bilayer,4.0,4.0,912101,True,True,0.39110152769562534,0.6017101081773513,1.4508233237270196,0.8971354166666666,0.98828125,0.42265563229058234,1.0,0.64696780849822,0.40126747363784004,0.6280572413664508,3.836631951521562,0.1633680484784379,0.9591579878803905,,self-report; not geometry-derived layer count or success,0.6454085124940474,0.04489094823247221,0.3112820254471614,0.3427379128570461,3.540202608528682,0.45979739147131804,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count",3.9852186313263727,6.5021656630096665,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v3-lfm1nwgv/outputs/dual_g4_s912101_b4__measure_balanced_local.npz
dual_g4_s912101_b4,dual_g4_s912101_b4,synthetic,full,measure_unbalanced_local,1.0,768,8,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/dual_g4_s912101_b4.json,True,0.38339276399347,true_bilayer,4.0,4.0,912101,True,True,0.6448091308764304,0.866466158196671,1.744166539020718,0.7734375,0.9713541666666666,0.6476107403662679,1.0,0.9256058331470725,0.6679306999298652,0.9140336987338465,3.8449894169770795,0.15501058302292048,0.9612473542442699,,self-report; not geometry-derived layer count or success,0.9243215909304728,0.04874171617460275,0.26353896659974274,0.3706371328695998,3.649966605389762,0.3500333946102381,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count",3.683200762439197,5.972271141906904,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v3-lfm1nwgv/outputs/dual_g4_s912101_b4__measure_unbalanced_local.npz
dual_g8_s912101_b4,dual_g8_s912101_b4,synthetic,full,identity,1.0,768,8,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/dual_g8_s912101_b4.json,True,3.358899266459048e-05,true_bilayer,8.0,4.0,912101,True,True,3.637555211204082,3.9921950101392407,6.5808112826179,0.046875,0.18098958333333334,2.895978998712334,1.0,4.145698391964449,3.7892775109664165,4.142176120560211,8.346107634577454,0.34610763457745364,1.0432634543221817,,self-report; not geometry-derived layer count or success,4.145482240911026,0.04233376226978978,0.7262798536025733,0.7627096753343211,9.100796971594713,1.100796971594713,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count",0.0,0.0,0.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v3-lfm1nwgv/outputs/dual_g8_s912101_b4__identity.npz
dual_g8_s912101_b4,dual_g8_s912101_b4,synthetic,full,xyz_mixture,1.0,768,8,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/dual_g8_s912101_b4.json,True,0.00989165400096681,true_bilayer,8.0,4.0,912101,True,True,2.9818519213497283,3.444240827349469,5.985539373040584,0.12760416666666666,0.31640625,2.698257479491583,1.0,3.9477180562358383,3.419911137622551,3.917231591378291,7.099585113998467,0.9004148860015331,0.8874481392498084,2,self-report; not geometry-derived layer count or success,3.947491061814844,0.04233401023263942,2.3906876803964185,2.457747621718514,4.665392973992259,3.334607026007741,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count",2.3992309297681493,4.3177365716542875,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v3-lfm1nwgv/outputs/dual_g8_s912101_b4__xyz_mixture.npz
dual_g8_s912101_b4,dual_g8_s912101_b4,synthetic,full,fast,1.0,768,8,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/dual_g8_s912101_b4.json,True,0.009102853990043513,true_bilayer,8.0,4.0,912101,True,True,1.1163410157303402,1.3446491412067123,2.4914764743479916,0.4505208333333333,0.8997395833333334,1.1668549031628932,1.0,1.4047605102731202,1.1165253128758452,1.3222035269612982,7.488415056457608,0.5115849435423918,0.936051882057201,2,self-report; not geometry-derived layer count or success,1.4041224817639244,0.042333762269790125,1.9519133962338155,3.2437416960043723,4.88596021063567,3.1140397893643303,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count",4.232134966427589,7.1817018104304395,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v3-lfm1nwgv/outputs/dual_g8_s912101_b4__fast.npz
dual_g8_s912101_b4,dual_g8_s912101_b4,synthetic,full,open3d_icp_then_xyz,1.0,768,8,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/dual_g8_s912101_b4.json,True,0.015662371995858848,true_bilayer,8.0,4.0,912101,True,True,1.0103474469202691,1.221032561092774,2.1986303107124923,0.12630208333333334,0.6341145833333334,1.8318028477138018,1.0,3.076768572501238,1.0019373053057223,1.1624142187248094,7.385844583252481,0.6141554167475194,0.9232305729065601,2,self-report; not geometry-derived layer count or success,3.0764773246246926,0.04233343597441717,2.0073842787186797,3.0744040735429694,4.823376395120251,3.176623604879749,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count",5.082981843797059,7.882093388020484,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v3-lfm1nwgv/outputs/dual_g8_s912101_b4__open3d_icp_then_xyz.npz
dual_g8_s912101_b4,dual_g8_s912101_b4,synthetic,full,graph_local,1.0,768,8,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/dual_g8_s912101_b4.json,True,0.027439764991868287,true_bilayer,8.0,4.0,912101,True,True,3.6520773546289185,3.744333852319158,4.703226367028774,0.009114583333333334,0.04296875,3.5861135769107677,1.0,3.9417237800417824,3.829536045770634,3.9404099882585286,8.202901305711219,0.20290130571121878,1.0253626632139023,,self-report; not geometry-derived layer count or success,3.941608321689133,0.030169463665199427,0.5358537094448058,0.8207025391542556,8.753218756570208,0.7532187565702078,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count",1.6739650358004567,3.217803255904691,0.9739583333333334,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v3-lfm1nwgv/outputs/dual_g8_s912101_b4__graph_local.npz
dual_g8_s912101_b4,dual_g8_s912101_b4,synthetic,full,graph_shared,1.0,768,8,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/dual_g8_s912101_b4.json,True,0.1577992909878958,true_bilayer,8.0,4.0,912101,True,True,0.4798360768981591,0.8682559088296681,1.86913654535586,0.8450520833333334,0.9596354166666666,0.4521685386909957,1.0,0.9435570361359068,0.49686769227561184,0.9386812373710484,7.812258921679823,0.18774107832017695,0.9765323652099779,,self-report; not geometry-derived layer count or success,0.943060521555437,0.030606096209156414,0.6188477924613048,0.7692210206108042,7.109365458896693,0.8906345411033074,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count",4.178922366476032,6.69477989158359,0.9856770833333334,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v3-lfm1nwgv/outputs/dual_g8_s912101_b4__graph_shared.npz
dual_g8_s912101_b4,dual_g8_s912101_b4,synthetic,full,measure_balanced,1.0,768,8,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/dual_g8_s912101_b4.json,True,0.34580635400197934,true_bilayer,8.0,4.0,912101,True,True,1.0025407105159003,1.2649522328308123,2.499342951702094,0.6080729166666666,0.9427083333333334,0.9290889817259315,1.0,1.2800623482775155,1.0023444236546488,1.262667182711788,8.129725159013859,0.12972515901385862,1.0162156448767323,,self-report; not geometry-derived layer count or success,1.2793621332718241,0.042333762269790014,0.17250903066687737,0.3629730088175176,8.34745918179286,0.3474591817928605,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count",3.2780736827154024,4.800000000000002,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v3-lfm1nwgv/outputs/dual_g8_s912101_b4__measure_balanced.npz
dual_g8_s912101_b4,dual_g8_s912101_b4,synthetic,full,measure_unbalanced,1.0,768,8,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/dual_g8_s912101_b4.json,True,0.32950880999851506,true_bilayer,8.0,4.0,912101,True,True,1.2422979076255898,1.540051775999844,2.9863357582573014,0.48828125,0.88671875,1.1008951554046604,1.0,1.5496408882755806,1.2421635628607113,1.5373172819080552,8.168835804873181,0.16883580487318106,1.0211044756091476,,self-report; not geometry-derived layer count or success,1.5490625343050601,0.04233376226979007,0.21590389056762851,0.3729780320884089,8.424602718391844,0.42460271839184394,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count",2.8772732533720125,4.3238177883723585,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v3-lfm1nwgv/outputs/dual_g8_s912101_b4__measure_unbalanced.npz
